# Frame Contacts1 Contacts2
0 0 41
1 0 43
2 0 39
3 0 60
4 0 36
5 0 51
6 0 50
7 0 57
8 0 41
9 0 57
10 0 60
11 1 45
12 5 52
13 1 29
14 8 46
15 1 34
16 8 32
17 7 50
18 6 43
19 0 49
20 6 49
21 0 44
22 0 38
23 0 39
24 4 32
25 8 35
26 7 30
27 6 34
28 7 17
29 9 7
30 18 11
31 14 10
32 17 6
33 17 13
34 30 10
35 11 7
36 29 10
37 19 22
38 14 33
39 9 24
40 13 21
41 0 24
42 14 13
43 15 29
44 23 21
45 10 33
46 4 28
47 13 41
48 6 36
49 3 23
50 1 32
51 3 43
52 2 26
53 1 35
54 1 40
55 0 54
56 0 52
57 0 41
58 5 38
59 0 36
60 0 32
61 2 26
62 2 32
63 2 28
64 1 19
65 6 36
66 6 33
67 4 30
68 0 14
69 0 34
70 3 42
71 1 30
72 4 38
73 7 41
74 3 31
75 0 20
76 6 20
77 9 21
78 4 13
79 4 26
80 7 9
81 8 14
82 8 17
83 10 19
84 6 3
85 4 6
86 12 7
87 11 7
88 12 7
89 11 9
90 10 9
91 16 16
92 11 19
93 12 16
94 10 15
95 17 11
96 4 9
97 14 14
98 0 8
99 5 7
100 2 0
101 5 13
102 5 10
103 13 5
104 18 16
105 24 21
106 24 43
107 22 23
108 24 23
109 3 31
110 9 29
111 14 9
112 4 24
113 12 7
114 8 10
115 9 13
116 12 0
117 16 11
118 10 9
119 3 10
120 1 17
121 2 23
122 2 22
123 4 28
124 0 20
125 7 22
126 6 22
127 20 20
128 11 20
129 24 27
130 17 28
131 20 38
132 6 25
133 18 24
134 14 29
135 19 29
136 10 17
137 4 31
138 13 22
139 7 29
140 16 38
141 17 31
142 3 25
143 2 19
144 14 18
145 1 25
146 4 20
147 3 14
148 11 16
149 23 9
150 14 7
151 8 10
152 2 5
153 15 8
154 8 2
155 4 6
156 4 0
157 0 1
158 0 7
159 0 9
160 0 11
161 0 9
162 0 20
163 0 23
164 0 29
165 1 32
166 1 19
167 0 14
168 1 24
169 0 16
170 0 10
171 0 12
172 0 17
173 3 22
174 13 16
175 14 18
176 5 6
177 6 7
178 4 12
179 2 22
180 6 7
181 15 11
182 13 13
183 15 11
184 18 1
185 11 2
186 31 1
187 33 5
188 22 5
189 21 8
190 19 11
191 18 18
192 22 18
193 14 14
194 22 10
195 28 8
196 18 13
197 16 15
198 14 9
199 17 16
200 13 20
201 17 21
202 15 25
203 12 18
204 3 16
205 4 21
206 1 17
207 9 1
208 11 12
209 2 15
210 6 10
211 12 19
212 12 19
213 9 20
214 1 14
215 8 16
216 4 1
217 14 13
218 8 18
219 3 19
220 0 18
221 0 21
222 4 23
223 3 18
224 5 22
225 1 14
226 4 20
227 2 11
228 0 7
229 0 13
230 3 16
231 10 14
232 13 14
233 21 19
234 11 5
235 19 14
236 10 10
237 11 13
238 1 7
239 15 6
240 5 12
241 3 13
242 9 13
243 3 6
244 5 11
245 5 11
246 6 7
247 2 1
248 17 0
249 21 3
250 16 0
251 2 0
252 1 0
253 1 0
254 13 0
255 7 0
256 10 0
257 7 0
258 2 1
259 0 2
260 2 18
261 0 4
262 1 21
263 0 7
264 0 18
265 0 12
266 0 17
267 1 9
268 3 24
269 0 16
270 0 25
271 0 16
272 0 23
273 0 23
274 0 26
275 5 38
276 7 21
277 0 21
278 0 31
279 7 14
280 4 21
281 7 34
282 2 23
283 0 15
284 0 7
285 8 9
286 2 11
287 7 1
288 5 22
289 16 14
290 16 22
291 9 5
292 23 5
293 8 3
294 15 5
295 19 22
296 10 12
297 15 1
298 10 1
299 11 3
300 6 3
301 10 4
302 9 12
303 11 5
304 5 10
305 4 5
306 7 5
307 6 5
308 5 1
309 4 10
310 2 10
311 4 11
312 5 10
313 15 20
314 8 7
315 8 2
316 8 13
317 11 20
318 7 30
319 6 4
320 9 2
321 8 0
322 18 0
323 11 1
324 15 4
325 15 1
326 21 0
327 30 1
328 15 0
329 27 0
330 27 2
331 25 0
332 25 3
333 21 0
334 10 0
335 7 5
336 3 7
337 8 6
338 12 10
339 4 9
340 6 12
341 6 12
342 4 7
343 6 9
344 7 9
345 8 9
346 14 8
347 7 13
348 7 10
349 7 6
350 5 9
351 4 9
352 5 11
353 1 7
354 0 4
355 0 3
356 0 4
357 0 4
358 3 3
359 0 6
360 7 4
361 10 1
362 14 6
363 8 10
364 10 8
365 1 6
366 9 6
367 9 7
368 11 10
369 0 17
370 0 9
371 4 5
372 1 9
373 3 5
374 5 5
375 17 18
376 23 10
377 25 7
378 27 9
379 16 16
380 31 11
381 12 18
382 22 21
383 38 19
384 22 16
385 17 16
386 30 14
387 34 18
388 31 19
389 19 25
390 29 18
391 23 28
392 29 13
393 30 17
394 27 22
395 20 12
396 10 11
397 10 16
398 20 19
399 17 22
400 29 14
401 10 14
402 25 22
403 26 2
404 23 12
405 13 1
406 20 7
407 20 2
408 29 2
409 26 2
410 40 13
411 36 6
412 31 15
413 41 9
414 70 16
415 58 18
416 55 22
417 46 4
418 33 11
419 21 1
420 31 1
421 47 0
422 42 0
423 40 0
424 46 1
425 56 0
426 34 0
427 22 0
428 24 0
429 23 0
430 24 0
431 32 0
432 61 0
433 50 0
434 59 0
435 51 4
436 24 3
437 49 7
438 33 0
439 44 0
440 36 1
441 36 1
442 50 1
443 26 11
444 33 13
445 51 7
446 58 6
447 42 15
448 41 9
449 69 7
450 58 9
451 57 6
452 54 7
453 50 4
454 52 5
455 46 0
456 39 1
457 56 0
458 47 0
459 43 6
460 50 4
461 32 9
462 47 9
463 25 14
464 25 9
465 14 6
466 22 6
467 32 4
468 11 14
469 20 9
470 22 7
471 36 10
472 39 14
473 37 9
474 61 10
475 30 13
476 38 10
477 61 10
478 52 6
479 65 8
480 50 8
481 66 11
482 45 10
483 60 9
484 63 12
485 42 15
486 45 10
487 58 17
488 58 5
489 42 4
490 53 11
491 55 12
492 50 9
493 52 9
494 47 10
495 57 10
496 75 10
497 67 5
498 80 5
499 74 3
500 70 10
501 52 2
502 89 1
503 73 0
504 52 6
505 55 4
506 61 15
507 83 8
508 73 10
509 63 4
510 65 3
511 82 12
512 78 6
513 56 12
514 43 11
515 55 5
516 63 9
517 58 16
518 79 27
519 58 39
520 86 34
521 77 32
522 61 37
523 60 29
524 61 37
525 64 37
526 74 34
527 60 29
528 76 33
529 95 20
530 68 9
531 79 15
532 64 17
533 52 11
534 54 10
535 70 8
536 71 8
537 59 9
538 85 16
539 66 8
540 69 9
541 65 0
542 85 0
543 64 13
544 66 11
545 72 16
546 101 8
547 100 7
548 95 18
549 76 16
550 114 14
551 70 3
552 108 7
553 113 19
554 89 12
555 93 15
556 99 18
557 97 5
558 99 8
559 121 13
560 95 14
561 96 7
562 98 13
563 113 11
564 97 10
565 106 13
566 103 9
567 107 8
568 79 8
569 68 14
570 73 16
571 54 30
572 68 21
573 87 23
574 90 14
575 60 10
576 82 3
577 91 16
578 67 19
579 59 8
580 94 13
581 76 2
582 72 7
583 60 4
584 65 17
585 87 21
586 85 21
587 96 21
588 79 18
589 71 24
590 96 25
591 76 17
592 70 22
593 60 17
594 72 16
595 71 22
596 67 16
597 69 25
598 70 35
599 75 25
600 70 23
601 74 15
602 47 14
603 71 7
604 95 12
605 89 10
606 100 8
