# Frame Contacts1 Contacts2
0 0 66
1 0 52
2 0 29
3 0 28
4 0 43
5 0 40
6 0 33
7 0 28
8 0 18
9 0 11
10 0 36
11 0 29
12 0 27
13 0 32
14 0 18
15 0 24
16 0 28
17 0 18
18 0 21
19 0 20
20 0 19
21 0 23
22 0 18
23 0 13
24 0 21
25 0 29
26 2 21
27 2 22
28 0 18
29 4 16
30 1 8
31 1 16
32 1 15
33 0 12
34 6 10
35 7 10
36 5 8
37 9 6
38 4 8
39 8 15
40 15 19
41 8 24
42 8 29
43 0 22
44 1 30
45 0 15
46 3 27
47 2 39
48 0 35
49 2 35
50 5 28
51 5 31
52 7 23
53 19 17
54 12 28
55 11 23
56 7 23
57 8 27
58 5 37
59 7 21
60 10 24
61 16 24
62 7 11
63 13 17
64 19 22
65 8 28
66 14 32
67 14 30
68 6 28
69 18 20
70 18 20
71 22 25
72 19 14
73 35 21
74 17 26
75 34 24
76 19 11
77 31 20
78 35 19
79 40 24
80 38 22
81 33 13
82 24 12
83 31 20
84 17 23
85 37 19
86 39 20
87 34 23
88 47 20
89 33 25
90 28 20
91 40 18
92 55 23
93 54 22
94 48 12
95 29 11
96 21 11
97 29 11
98 31 10
99 25 12
100 25 10
101 16 8
102 14 14
103 14 17
104 15 18
105 19 19
106 10 18
107 13 18
108 20 10
109 21 12
110 19 12
111 17 29
112 7 32
113 10 32
114 11 31
115 11 38
116 18 42
117 19 45
118 15 35
119 13 57
120 19 41
121 29 60
122 22 45
123 25 49
124 15 27
125 29 45
126 11 33
127 23 37
128 16 29
129 16 38
130 18 39
131 16 35
132 20 31
133 17 43
134 23 27
135 17 32
136 12 30
137 28 21
138 46 25
139 31 23
140 40 29
141 44 34
142 57 26
143 64 15
144 50 26
145 43 26
146 49 19
147 42 20
148 20 28
149 39 28
150 39 26
151 36 32
152 40 28
153 22 20
154 41 27
155 39 23
156 33 20
157 36 15
158 47 13
159 27 11
160 31 14
161 30 30
162 36 20
163 35 22
164 42 13
165 52 13
166 28 20
167 36 11
168 43 19
169 37 14
170 38 16
171 52 17
172 41 17
173 41 25
174 34 23
175 38 21
176 37 4
177 33 9
178 49 24
179 36 21
180 28 21
181 26 9
182 33 9
183 27 16
184 37 16
185 47 9
186 29 18
187 30 12
188 37 17
189 53 20
190 47 19
191 46 12
192 47 17
193 39 26
194 53 27
195 52 22
196 47 27
197 53 28
198 40 33
199 34 37
200 39 34
201 34 24
202 27 43
203 42 52
204 46 33
205 48 37
206 41 53
207 39 68
208 34 48
209 40 60
210 37 25
211 40 32
212 32 32
213 22 34
214 29 45
215 29 30
216 13 28
217 37 47
218 23 79
219 32 74
220 37 53
221 39 78
222 12 62
223 14 65
224 9 48
225 10 45
226 8 35
227 12 52
228 13 42
229 8 35
230 7 31
231 8 26
232 9 37
233 9 34
234 5 36
235 12 31
236 34 34
237 26 30
238 16 22
239 10 35
240 10 20
241 14 16
242 9 2
243 12 21
244 10 14
245 17 19
246 18 16
247 11 15
248 10 8
249 4 5
250 9 10
251 9 19
252 10 10
253 11 16
