# Frame Contacts1 Contacts2
0 0 47
1 0 47
2 0 43
3 0 54
4 0 60
5 0 56
6 0 39
7 0 47
8 0 42
9 0 51
10 0 46
11 0 36
12 0 40
13 0 40
14 0 50
15 0 45
16 3 24
17 1 47
18 0 48
19 0 43
20 0 38
21 0 44
22 0 36
23 0 36
24 5 30
25 3 31
26 0 23
27 1 12
28 0 5
29 0 15
30 0 16
31 0 16
32 0 13
33 0 8
34 1 25
35 1 21
36 1 16
37 5 10
38 21 19
39 10 16
40 10 5
41 17 13
42 19 13
43 10 14
44 15 20
45 15 10
46 10 19
47 8 13
48 27 3
49 20 3
50 13 12
51 0 3
52 4 1
53 5 1
54 4 1
55 11 0
56 7 0
57 1 0
58 0 10
59 0 14
60 1 10
61 15 9
62 8 9
63 4 7
64 10 15
65 4 13
66 3 9
67 3 22
68 3 24
69 5 18
70 7 8
71 4 7
72 15 6
73 15 4
74 14 10
75 21 5
76 25 6
77 13 8
78 20 9
79 13 7
80 11 6
81 10 0
82 3 0
83 2 8
84 2 5
85 0 9
86 1 16
87 2 16
88 2 16
89 6 17
90 13 12
91 14 10
92 15 0
93 24 1
94 30 7
95 34 8
96 40 8
97 38 1
98 26 0
99 33 0
100 32 7
101 17 11
102 16 8
103 30 6
104 29 7
105 22 0
106 33 1
107 33 0
108 17 0
109 22 1
110 25 2
111 24 14
112 21 15
113 32 5
114 27 5
115 33 7
116 36 10
117 33 11
118 34 9
119 46 8
120 48 0
121 44 5
122 49 0
123 51 0
124 46 0
125 40 0
126 34 0
127 37 1
128 34 0
129 34 0
130 22 0
131 22 4
132 22 2
133 25 12
134 29 28
135 48 15
136 39 23
137 43 23
138 41 9
139 34 7
140 21 18
141 20 18
142 29 10
143 33 7
144 27 8
145 35 19
146 28 16
147 33 4
148 24 22
149 20 25
150 24 20
151 31 12
152 20 10
153 26 10
154 13 4
155 8 4
156 14 7
157 9 8
158 30 0
159 18 0
160 24 5
161 28 12
162 25 2
163 31 9
164 34 9
165 49 5
166 26 0
167 38 0
168 26 1
169 24 0
170 26 1
171 24 0
172 27 0
173 16 3
174 18 8
175 33 4
176 34 8
177 33 13
178 19 9
179 32 8
180 21 4
181 13 3
182 17 5
183 10 11
184 17 11
185 21 16
186 30 16
187 28 7
188 33 9
189 30 13
190 11 9
191 18 17
192 21 17
193 19 20
194 39 11
195 22 11
196 25 9
