# Frame Contacts1 Contacts2
0 0 0
1 5 0
2 15 0
3 5 0
4 1 0
5 6 0
6 17 0
7 15 0
8 0 0
9 13 0
10 1 0
11 0 0
12 1 1
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 4 0
19 3 0
20 3 0
21 1 0
22 3 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 1 0
31 0 0
32 0 0
33 2 0
34 1 0
35 5 0
36 0 0
37 5 0
38 5 0
39 5 0
40 0 0
41 1 0
42 0 0
43 0 0
44 0 0
45 0 0
46 0 0
47 4 0
48 4 0
49 4 0
50 3 0
51 1 0
52 4 0
53 4 0
54 6 0
55 2 0
56 6 0
57 18 0
58 11 0
59 3 0
60 6 0
61 7 0
62 3 0
63 1 0
64 0 0
65 0 0
66 1 0
67 6 0
68 8 0
69 1 0
70 20 0
71 3 1
72 19 0
73 16 0
74 27 0
75 12 0
76 17 0
77 10 0
78 23 0
79 14 0
80 10 0
81 10 0
82 4 0
83 7 0
84 7 0
85 8 0
86 7 0
87 6 0
88 6 0
89 5 0
90 3 0
91 3 0
92 5 0
93 0 0
94 0 1
95 0 7
96 0 7
97 0 6
98 0 7
99 0 7
100 0 0
101 0 1
102 0 0
103 0 0
104 1 0
105 0 0
106 0 6
107 1 0
108 11 0
109 5 0
110 4 0
111 12 0
112 0 0
113 2 0
114 8 0
115 9 0
116 6 0
117 10 0
118 21 0
119 29 0
120 51 0
121 24 0
122 12 0
123 13 0
124 13 0
125 31 0
126 20 0
127 12 0
128 14 0
129 18 0
130 13 0
131 9 0
132 6 0
133 14 0
134 7 0
135 3 0
136 4 0
137 6 0
138 4 0
139 3 0
140 11 0
141 4 0
142 5 6
143 9 12
144 6 20
145 5 11
146 4 2
147 0 3
148 0 2
149 0 0
150 0 3
151 1 7
152 1 2
153 1 0
154 1 0
155 0 1
156 1 1
157 7 2
158 6 2
159 3 0
160 16 0
161 4 0
162 7 0
163 5 0
164 0 4
165 4 5
166 1 5
167 5 6
168 2 5
169 5 2
170 0 6
171 1 6
172 3 5
173 1 2
174 0 0
175 1 6
176 1 0
177 0 0
178 0 0
179 0 8
180 2 1
181 1 7
182 0 4
183 0 3
184 0 4
185 3 0
186 1 0
187 1 0
188 0 0
189 0 1
190 0 3
191 0 25
192 1 27
193 1 8
194 0 0
195 1 0
196 0 2
197 0 0
198 0 6
199 0 0
200 0 0
201 0 0
202 0 0
203 0 0
204 2 0
205 0 0
206 2 1
207 6 0
208 1 0
209 3 0
210 3 0
211 0 0
212 0 0
213 0 0
214 0 0
215 4 0
216 8 0
217 9 0
218 5 0
219 0 0
220 0 0
221 1 1
222 0 8
223 3 7
224 0 0
225 0 0
226 0 0
227 0 0
228 0 0
229 0 0
230 0 0
231 0 0
232 7 2
233 10 1
234 11 0
235 6 7
236 4 0
237 0 0
238 10 0
239 8 0
240 0 0
241 0 0
242 0 0
243 0 0
244 0 0
245 0 0
246 0 0
247 0 0
248 0 0
249 0 0
250 0 0
251 0 0
252 1 0
253 0 3
254 0 0
255 0 0
256 0 0
257 1 0
258 1 0
259 0 4
260 0 8
261 0 1
262 0 3
263 0 0
264 1 15
265 0 14
266 0 16
267 0 1
268 0 0
269 0 0
270 11 0
271 5 0
272 8 3
273 9 0
274 7 0
275 14 0
276 3 0
277 11 0
278 7 0
279 6 0
280 1 0
281 6 4
282 4 6
283 6 0
284 0 0
285 0 0
286 3 0
287 3 0
288 2 0
289 5 0
290 3 0
291 2 0
292 7 0
293 6 0
294 3 0
295 1 0
296 11 0
297 3 0
298 12 0
299 14 0
300 8 0
301 10 0
302 4 0
303 3 1
304 0 1
305 0 0
306 5 0
307 4 1
308 0 0
309 0 0
310 0 0
311 0 1
312 0 4
313 0 3
314 0 1
315 0 3
316 0 0
317 0 0
318 0 0
319 0 0
320 0 0
321 0 1
322 0 6
323 0 0
324 0 13
325 0 15
326 0 16
327 0 13
328 0 13
329 0 17
330 0 17
331 0 24
332 0 14
333 0 32
334 0 14
335 0 9
336 0 0
337 0 1
338 0 1
339 0 0
340 0 0
341 0 0
342 0 1
343 0 3
344 0 1
345 0 5
346 0 0
347 0 3
348 0 2
349 0 0
350 0 1
351 0 7
352 0 6
353 0 0
354 0 0
355 0 0
356 0 0
357 0 0
358 0 0
359 0 0
360 0 0
361 0 0
362 0 0
363 0 0
364 0 0
365 0 0
366 0 0
367 0 0
368 0 0
369 0 0
370 0 0
371 0 0
372 0 0
373 0 0
374 0 0
375 0 0
376 0 0
377 0 0
378 0 0
379 0 0
380 0 0
381 0 1
382 0 1
383 0 0
384 0 0
385 0 0
386 0 0
387 0 0
388 0 0
389 0 0
390 0 0
391 0 0
392 0 0
393 0 0
394 0 7
395 0 0
396 0 0
397 0 0
398 0 0
399 0 0
400 0 0
401 0 0
402 0 3
403 0 0
404 1 0
405 0 0
406 3 0
407 4 0
408 0 0
409 5 0
410 3 0
411 0 0
412 1 0
413 1 0
414 2 0
415 1 0
416 8 0
417 6 0
418 7 0
419 1 0
420 0 0
421 0 0
422 0 1
423 0 1
424 0 0
425 0 0
426 0 0
427 0 0
428 0 0
429 0 0
430 0 0
431 0 0
432 0 0
433 0 0
434 0 0
435 0 0
436 0 0
437 0 0
438 0 0
439 0 0
440 0 0
441 0 0
442 0 0
443 0 0
444 0 0
445 0 0
446 0 0
447 0 0
448 0 0
449 0 0
450 0 0
451 0 0
452 0 0
453 0 0
454 0 0
455 0 0
456 0 0
457 0 0
458 0 0
459 0 0
460 0 0
461 0 2
462 0 4
463 0 0
464 0 0
465 0 0
466 0 0
467 0 0
468 0 0
469 0 0
470 0 0
471 0 0
472 0 0
473 0 0
474 0 0
475 0 0
476 0 0
477 0 0
478 1 0
479 2 0
480 1 1
481 2 0
482 2 0
483 0 0
484 0 0
485 0 0
486 0 0
487 0 0
488 0 0
489 0 0
490 0 0
491 0 0
492 0 0
493 0 0
494 0 0
495 0 0
496 0 0
497 0 0
498 0 0
499 0 0
500 0 0
501 0 0
502 0 0
503 0 0
504 0 0
505 0 0
506 0 0
507 0 0
508 0 0
