# Frame Contacts1 Contacts2
0 0 0
1 0 0
2 5 0
3 5 0
4 3 0
5 4 0
6 2 0
7 7 0
8 9 0
9 7 0
10 5 0
11 11 0
12 11 0
13 13 0
14 6 0
15 8 0
16 11 2
17 9 0
18 10 0
19 8 0
20 8 0
21 1 0
22 3 2
23 10 1
24 3 2
25 1 3
26 16 1
27 8 0
28 8 0
29 3 0
30 7 0
31 11 0
32 4 0
33 9 3
34 9 9
35 16 9
36 15 4
37 14 0
38 14 0
39 21 0
40 17 1
41 25 0
42 18 0
43 9 0
44 13 0
45 19 1
46 25 3
47 26 13
48 11 1
49 13 1
50 28 0
51 13 0
52 19 0
53 8 1
54 12 0
55 21 0
56 19 0
57 16 0
58 15 0
59 14 0
60 9 0
61 7 0
62 24 0
63 13 0
64 24 0
65 25 0
66 10 0
67 19 0
68 19 0
69 24 0
70 21 0
71 6 0
72 3 0
73 2 0
74 1 0
75 4 3
76 0 0
77 5 0
78 23 0
79 6 0
80 11 0
81 9 0
82 13 0
83 11 0
84 12 0
85 16 0
86 18 1
87 14 0
88 6 2
89 20 1
90 8 0
91 21 0
92 18 3
93 15 4
94 17 0
95 6 6
96 6 2
97 10 2
98 10 1
99 16 0
100 6 5
101 4 3
102 10 0
103 21 0
104 15 3
105 7 9
106 8 7
107 17 0
108 16 0
109 11 0
110 9 0
111 8 0
112 4 0
113 6 0
114 7 2
115 9 6
116 7 4
117 1 6
118 5 6
119 0 0
120 8 0
121 2 0
122 0 0
123 0 0
124 1 4
125 1 5
126 0 0
127 1 0
128 0 0
129 0 0
130 0 0
131 0 0
132 6 1
133 9 4
134 5 0
135 5 0
136 5 0
137 5 6
138 9 2
139 5 0
140 7 0
141 8 2
142 9 6
143 6 3
144 5 1
145 7 0
146 6 0
147 8 0
148 8 3
149 7 1
150 8 2
151 4 2
152 10 8
153 6 14
154 6 18
155 9 23
156 8 19
157 6 30
158 24 19
159 7 26
160 16 5
161 15 9
162 7 5
163 5 9
164 7 0
165 6 3
166 6 1
167 6 0
168 6 0
169 4 1
170 4 8
171 5 3
172 5 0
173 0 0
174 4 0
175 1 0
176 4 0
177 5 0
178 4 0
179 2 0
180 13 0
181 3 0
182 12 0
183 0 0
184 1 8
185 0 8
186 0 11
187 0 7
188 0 0
189 0 1
190 1 10
191 0 14
192 4 13
193 1 7
194 0 9
195 0 16
196 0 7
197 7 8
198 1 19
199 1 19
200 0 7
201 0 9
202 1 7
203 1 11
204 2 11
205 11 11
206 9 13
207 12 14
208 21 12
209 8 12
210 14 19
211 15 15
212 6 8
213 13 12
214 14 8
215 16 6
216 13 3
217 19 6
218 5 0
219 3 0
220 1 3
221 4 2
222 3 2
223 3 2
224 2 0
225 3 0
226 4 0
227 0 0
228 1 6
229 0 8
230 0 7
231 1 0
232 1 0
233 10 0
234 20 3
235 13 1
236 15 0
237 14 0
238 17 0
239 23 0
240 12 0
241 13 0
242 14 0
243 14 0
244 14 0
245 3 0
246 7 0
247 16 0
248 10 0
249 10 0
250 8 0
251 9 0
252 8 0
253 7 0
254 11 0
255 9 0
256 0 0
257 4 0
258 4 0
259 7 0
260 7 0
261 12 0
262 0 0
263 3 0
264 7 0
265 3 0
266 7 0
267 2 0
268 6 0
269 0 0
270 2 0
271 8 0
272 7 0
273 18 5
274 2 6
275 3 0
276 0 0
277 0 0
278 0 0
279 0 0
280 7 0
281 13 0
282 5 0
283 1 1
284 0 1
285 3 10
286 6 0
287 7 0
288 3 0
289 4 2
290 12 0
291 6 0
292 14 0
293 3 0
294 10 0
295 7 0
296 9 0
297 0 0
298 0 0
299 9 0
300 3 0
301 4 2
302 0 2
303 0 0
304 0 0
305 0 0
306 0 0
307 2 0
308 0 0
309 1 0
310 0 0
311 8 0
312 3 0
313 6 0
314 7 0
315 5 0
316 1 0
317 5 0
318 0 0
319 3 0
320 7 1
321 2 0
322 8 0
323 11 0
324 10 0
325 10 0
326 7 0
327 13 0
328 15 0
329 6 3
330 12 0
331 15 0
332 9 0
333 3 0
334 1 0
335 0 0
336 0 2
337 7 1
338 6 0
339 5 1
340 0 0
341 0 0
342 0 0
343 1 0
344 8 0
345 6 0
346 3 0
347 3 0
348 6 0
349 1 0
350 4 0
351 5 0
352 8 0
353 7 0
354 1 0
355 2 0
356 0 0
357 0 0
358 1 0
359 0 0
360 0 0
361 0 0
362 0 0
363 0 4
364 1 1
365 0 4
366 0 3
367 0 0
368 0 0
369 0 0
370 0 0
371 0 0
372 0 0
373 0 0
374 0 0
375 0 0
376 0 0
377 1 0
378 0 0
379 1 0
380 0 0
381 0 0
382 0 0
383 0 0
384 0 0
385 0 0
386 0 0
387 0 0
388 0 0
389 0 0
390 0 0
391 0 0
392 0 0
393 0 1
394 0 0
395 0 0
396 0 0
397 0 2
398 1 5
399 1 8
400 0 5
401 0 3
402 0 3
403 0 4
404 0 4
405 1 3
406 0 2
407 0 4
408 0 1
409 0 1
410 0 2
411 1 4
412 0 4
413 0 6
414 10 4
415 9 0
416 8 5
417 33 4
418 23 6
419 24 1
420 16 6
421 25 0
422 32 2
423 33 8
424 36 7
425 25 6
426 24 14
427 23 9
428 35 10
429 29 9
430 22 14
431 45 12
432 51 11
433 45 20
434 59 12
435 40 15
436 55 10
437 40 10
438 38 17
439 43 18
440 30 15
441 51 22
442 53 23
443 50 24
444 30 23
445 40 26
446 43 22
447 33 20
448 29 25
449 31 19
450 38 16
451 58 13
452 51 17
453 18 15
454 35 19
455 21 21
456 19 16
457 28 21
458 11 21
459 19 16
460 11 12
461 17 18
462 11 20
463 14 22
464 14 22
465 18 15
466 9 21
467 17 16
468 19 22
469 21 33
470 28 29
471 35 28
472 37 30
473 48 26
474 50 31
475 41 24
476 49 22
477 49 30
478 44 17
479 45 25
480 35 21
481 31 24
482 44 24
483 63 21
484 43 31
485 40 25
486 51 32
487 33 27
488 59 29
489 38 18
490 25 12
491 49 26
492 38 22
493 37 19
494 30 28
495 25 16
496 47 11
497 51 21
498 51 22
499 37 25
500 52 22
501 38 23
502 38 11
503 29 12
504 31 24
505 36 16
506 33 17
507 24 16
508 32 2
509 21 0
510 11 0
511 11 0
512 21 0
513 26 4
514 32 0
515 16 0
516 23 0
517 13 0
518 4 4
519 14 1
520 6 1
521 4 0
522 7 0
523 19 0
524 23 0
525 21 0
526 15 0
527 14 0
528 12 0
529 21 0
530 19 0
531 16 0
532 11 2
533 10 0
534 16 0
535 23 0
536 14 0
537 17 0
538 27 0
539 20 0
540 7 0
541 7 0
542 17 0
543 7 0
544 2 0
545 2 0
546 10 0
547 1 0
548 7 0
549 20 0
550 14 0
551 8 0
552 0 0
553 2 0
554 0 0
555 2 0
556 0 0
557 0 2
558 1 0
559 1 0
560 0 0
561 1 0
562 6 0
563 2 0
564 0 0
565 0 0
566 13 0
567 15 0
568 10 0
569 11 0
