# Frame Contacts1 Contacts2
0 1 0
1 7 0
2 8 0
3 0 0
4 0 1
5 1 9
6 0 7
7 7 4
8 4 7
9 6 9
10 1 5
11 6 0
12 3 0
13 0 0
14 5 0
15 1 0
16 6 1
17 14 0
18 3 0
19 8 0
20 10 3
21 12 5
22 4 7
23 3 6
24 8 7
25 5 4
26 13 6
27 1 3
28 0 0
29 7 0
30 8 0
31 6 4
32 3 3
33 7 4
34 11 5
35 3 2
36 3 3
37 1 0
38 2 0
39 0 3
40 1 4
41 0 4
42 0 0
43 0 0
44 0 3
45 1 2
46 0 0
47 1 1
48 0 1
49 0 1
50 0 12
51 0 7
52 0 11
53 0 12
54 0 10
55 0 13
56 0 20
57 0 8
58 0 8
59 2 8
60 0 0
61 1 0
62 0 0
63 1 0
64 0 3
65 6 0
66 6 4
67 6 4
68 5 3
69 4 7
70 8 8
71 5 3
72 6 4
73 7 0
74 12 2
75 6 3
76 6 1
77 6 1
78 12 3
79 6 6
80 8 4
81 11 4
82 9 7
83 6 4
84 6 7
85 6 4
86 7 1
87 12 7
88 10 7
89 8 6
90 10 1
91 6 1
92 5 0
93 0 0
94 6 0
95 4 0
96 1 2
97 7 0
98 5 0
99 3 0
100 4 0
101 2 0
102 2 0
103 6 0
104 5 0
105 1 0
106 5 1
107 1 0
108 8 6
109 34 1
110 28 1
111 10 1
112 13 4
113 12 1
114 2 8
115 12 16
116 11 9
117 3 24
118 8 9
119 16 16
120 7 11
121 6 27
122 0 25
123 0 18
124 4 46
125 2 31
126 9 32
127 7 50
128 10 51
129 10 56
130 12 43
131 3 58
132 5 61
133 14 63
134 16 45
135 6 47
136 8 30
137 12 20
138 19 26
139 20 24
140 11 39
141 4 41
142 4 25
143 1 38
144 4 29
145 10 22
146 12 34
147 8 30
148 1 44
149 1 28
150 4 35
151 0 18
152 7 24
153 10 24
154 5 28
155 6 27
156 12 23
157 10 37
158 18 34
159 11 35
160 11 46
161 5 18
162 11 41
163 13 21
164 15 32
165 9 17
166 7 29
167 11 18
168 2 4
169 11 21
170 17 39
171 17 26
172 21 31
173 21 33
174 18 26
175 18 31
176 19 41
177 11 17
178 13 31
179 12 29
180 10 43
181 9 36
182 14 35
183 6 29
184 8 26
185 14 28
186 12 18
187 18 39
188 10 47
189 7 34
190 5 26
191 2 44
192 0 41
193 5 39
194 4 36
195 1 27
196 14 34
197 1 22
198 5 14
199 5 22
200 6 20
201 4 25
202 7 13
203 4 15
204 5 28
205 9 22
206 7 21
207 20 7
208 14 38
209 14 12
210 2 12
211 3 38
212 3 37
213 1 30
214 1 34
215 3 46
216 1 29
217 1 29
218 3 32
219 2 25
220 1 45
221 1 22
222 0 32
223 3 29
224 1 46
225 4 36
226 3 40
227 1 22
228 5 13
229 2 13
230 1 20
231 2 16
232 5 23
233 2 14
234 1 48
235 1 22
236 3 25
237 3 23
238 1 12
239 5 12
240 1 17
241 0 17
242 14 14
243 10 18
244 10 22
245 5 19
246 5 7
247 9 5
248 5 15
249 1 16
250 9 9
251 6 14
252 7 7
253 5 7
254 3 21
255 8 14
256 4 6
257 4 19
258 3 30
259 2 21
260 7 32
261 4 35
262 4 27
263 2 27
264 2 43
265 3 34
