# Frame Contacts1 Contacts2
0 0 15
1 0 9
2 0 17
3 0 30
4 0 13
5 0 14
6 0 18
7 0 17
8 0 15
9 0 17
10 0 21
11 0 10
12 0 10
13 0 8
14 0 16
15 0 9
16 0 12
17 0 10
18 0 8
19 0 8
20 0 16
21 0 4
22 0 3
23 0 1
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0 0
36 0 1
37 0 6
38 0 7
39 0 10
40 0 8
41 0 0
42 0 2
43 0 2
44 0 3
45 0 2
46 0 12
47 0 14
48 0 14
49 0 5
50 0 11
51 0 13
52 0 5
53 0 6
54 0 5
55 0 22
56 0 8
57 0 7
58 0 7
59 0 6
60 0 4
61 0 5
62 0 6
63 0 3
64 0 0
65 0 0
66 0 0
67 0 0
68 0 3
69 0 10
70 0 17
71 0 10
72 0 8
73 0 1
74 0 0
75 0 2
76 0 0
77 0 1
78 0 3
79 0 4
80 0 1
81 0 6
82 0 5
83 0 9
84 0 1
85 0 6
86 0 7
87 0 7
88 0 7
89 0 7
90 0 8
91 0 16
92 0 19
93 0 14
94 0 15
95 0 10
96 0 9
97 0 14
98 0 8
99 0 7
100 0 0
101 0 1
102 0 0
103 0 2
104 0 7
105 0 12
106 0 20
107 0 16
108 0 17
109 0 13
110 0 14
111 0 5
112 0 24
113 0 7
114 0 10
115 0 12
116 0 0
117 0 11
118 0 9
119 0 10
120 0 17
121 0 23
122 0 22
123 0 28
124 0 20
125 0 22
126 0 22
127 0 20
128 0 20
129 0 27
130 1 28
131 1 38
132 0 25
133 1 24
134 1 29
135 0 29
136 0 17
137 0 31
138 0 22
139 0 29
140 0 38
141 0 31
142 0 25
143 0 19
144 0 18
145 0 25
146 0 20
147 1 14
148 1 16
149 1 9
150 1 6
151 0 10
152 0 5
153 0 8
154 0 2
155 0 6
156 0 0
157 0 1
158 0 7
159 0 9
160 0 11
161 0 9
162 0 20
163 0 23
164 0 29
165 0 32
166 0 19
167 0 14
168 0 24
169 0 16
170 0 10
171 0 12
172 0 17
173 0 22
174 3 16
175 5 18
176 0 6
177 0 7
178 0 12
179 1 22
180 3 7
181 1 11
182 1 13
183 0 11
184 0 1
185 4 2
186 3 1
187 3 5
188 5 5
189 0 8
190 1 11
191 0 18
192 0 18
193 1 14
194 0 10
195 0 8
196 0 13
197 1 15
198 0 9
199 0 16
200 1 20
201 0 21
202 0 25
203 0 18
204 0 16
205 0 21
206 0 17
207 0 0
208 0 1
209 0 0
210 0 1
211 0 5
212 1 1
213 0 3
214 0 1
215 0 1
216 0 1
217 0 13
218 0 18
219 0 19
220 0 13
221 0 15
222 1 17
223 0 9
224 0 15
225 0 14
226 0 20
227 0 11
228 0 7
229 0 13
230 3 16
231 5 14
232 3 14
233 7 19
234 0 5
235 0 14
236 0 10
237 0 13
238 0 7
239 5 6
240 1 9
241 0 7
242 0 6
243 0 5
244 0 7
245 0 7
246 0 2
247 0 1
248 0 0
249 0 3
250 13 0
251 1 0
252 0 0
253 0 0
254 4 0
255 5 0
256 6 0
257 6 0
258 0 1
259 0 2
260 0 18
261 0 3
262 1 20
263 0 3
264 0 18
265 0 12
266 0 16
267 1 6
268 3 23
269 0 16
270 0 23
271 0 15
272 0 22
273 0 22
274 0 24
275 0 38
276 0 21
277 0 21
278 0 30
279 0 13
280 0 18
281 0 33
282 0 20
283 0 15
284 0 7
285 0 9
286 0 11
287 0 1
288 0 22
289 0 14
290 0 22
291 0 5
292 0 5
293 0 3
294 0 5
295 0 21
296 0 12
297 0 1
298 0 1
299 0 3
300 0 3
301 0 4
302 0 12
303 0 5
304 0 10
305 0 5
306 0 4
307 0 5
308 0 1
309 0 10
310 0 10
311 0 11
312 0 10
313 0 20
314 0 7
315 0 2
316 0 13
317 0 20
318 0 30
319 0 1
320 0 1
321 0 0
322 0 0
323 0 0
324 0 0
325 0 0
326 1 0
327 1 1
328 3 0
329 1 0
330 5 2
331 1 0
332 0 3
333 1 0
334 0 0
335 0 5
336 0 7
337 0 6
338 1 10
339 0 9
340 0 12
341 0 12
342 0 7
343 0 9
344 0 9
345 0 9
346 0 8
347 0 13
348 0 10
349 1 6
350 0 9
351 0 9
352 0 11
353 0 7
354 0 4
355 0 3
356 0 4
357 0 4
358 1 2
359 0 6
360 0 4
361 0 1
362 0 6
363 0 10
364 1 8
365 0 5
366 1 6
367 0 7
368 0 10
369 0 17
370 0 9
371 0 5
372 0 9
373 0 5
374 0 5
375 0 18
376 0 10
377 0 7
378 0 9
379 2 16
380 0 11
381 0 18
382 1 21
383 5 19
384 0 16
385 0 16
386 0 14
387 0 18
