# Frame Contacts1 Contacts2
0 0 0
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 3
11 0 6
12 0 5
13 0 12
14 0 10
15 0 11
16 0 12
17 0 7
18 0 7
19 0 7
20 0 0
21 0 2
22 0 4
23 0 4
24 0 4
25 0 4
26 0 11
27 0 12
28 0 10
29 0 8
30 0 8
31 0 20
32 0 13
33 0 11
34 0 12
35 0 12
36 0 2
37 0 0
38 0 0
39 0 0
40 0 12
41 0 9
42 0 9
43 0 0
44 0 6
45 0 10
46 0 1
47 0 5
48 0 5
49 0 4
50 0 12
51 0 13
52 0 11
53 0 13
54 0 11
55 0 13
56 0 17
57 0 17
58 0 0
59 0 7
60 0 12
61 0 6
62 0 6
63 0 11
64 0 10
65 0 11
66 0 12
67 0 12
68 0 7
69 0 7
70 0 0
71 0 0
72 0 0
73 0 0
74 0 0
75 0 0
76 0 2
77 0 0
78 0 0
79 0 0
80 0 3
81 0 8
82 0 5
83 0 6
84 0 11
85 0 11
86 0 7
87 0 1
88 0 12
89 0 7
90 0 14
91 0 10
92 0 9
93 0 1
94 0 0
95 0 0
96 0 1
97 0 0
98 0 5
99 0 0
100 0 0
101 0 7
102 0 7
103 0 10
104 0 13
105 0 1
106 0 6
107 0 6
108 0 7
109 0 10
110 0 9
111 0 10
112 0 10
113 0 12
114 0 17
115 0 21
116 0 17
117 0 14
118 0 15
119 0 16
120 0 18
121 0 23
122 0 22
123 0 43
124 0 33
125 0 23
126 0 36
127 0 33
128 0 40
129 0 25
130 0 8
131 0 24
132 0 26
133 0 31
134 0 28
135 0 47
136 0 42
137 0 29
138 0 26
139 0 33
140 0 39
141 0 40
142 0 33
143 5 46
144 2 55
145 3 51
146 2 44
147 3 40
148 2 42
149 4 33
150 1 38
151 0 65
152 2 56
153 3 63
154 0 57
155 0 71
156 0 68
157 0 75
158 0 71
159 0 69
160 0 48
161 0 92
162 1 73
163 0 90
164 2 115
165 0 93
166 3 85
167 1 81
168 4 87
169 0 120
170 0 85
171 0 83
172 0 94
173 0 99
174 2 88
175 2 112
176 9 109
177 7 92
178 0 84
179 0 100
180 10 108
181 12 99
182 3 117
183 6 116
184 10 110
185 5 119
186 0 103
187 0 94
188 0 83
189 0 105
190 0 116
191 0 85
192 0 105
193 0 91
194 0 129
195 0 97
196 0 116
197 0 118
198 0 94
199 0 106
200 1 105
201 0 117
202 0 102
203 0 108
204 0 88
205 0 80
206 0 109
207 0 59
208 0 106
209 0 82
210 0 96
211 0 109
212 0 87
213 0 103
214 0 98
215 1 92
216 0 124
217 0 92
218 0 95
219 0 99
220 1 101
221 0 85
222 2 91
223 0 91
224 0 80
225 0 87
226 0 86
227 0 85
228 1 97
229 0 98
230 0 97
231 0 98
232 0 99
233 0 94
234 2 82
235 0 82
236 0 88
237 0 71
238 0 88
239 0 121
240 3 107
241 2 116
242 0 120
243 0 135
244 0 123
245 1 113
246 1 77
247 11 84
248 9 119
249 11 90
250 17 111
251 15 99
252 15 120
253 11 116
254 12 101
255 14 109
256 10 106
257 15 102
258 9 107
259 12 61
260 10 86
261 14 94
262 15 95
263 26 88
264 13 70
265 20 102
266 12 60
267 22 73
268 23 85
269 13 101
270 14 92
271 12 98
272 8 94
273 12 85
274 16 72
275 13 96
276 13 95
277 10 82
278 13 103
279 22 76
280 23 98
281 21 106
282 22 104
283 48 113
284 35 81
285 34 99
286 43 106
287 27 90
288 27 97
289 14 80
290 12 73
291 28 78
292 27 63
293 33 72
294 17 62
295 10 70
296 14 77
297 4 89
298 13 69
299 0 72
300 6 69
301 8 57
302 1 85
303 14 112
304 16 103
305 19 104
306 14 96
307 5 85
308 5 98
309 1 91
310 14 90
311 11 75
312 10 99
313 3 102
314 4 88
315 7 110
316 16 98
317 9 107
318 4 116
319 0 71
320 10 114
321 8 91
322 1 108
323 1 109
324 1 84
325 11 95
326 10 111
327 19 113
328 6 82
329 23 103
330 23 81
331 14 85
332 14 92
333 9 103
334 13 128
335 9 115
336 14 119
337 7 93
338 11 111
339 2 96
340 11 107
341 10 125
342 8 112
343 9 112
344 8 125
345 12 108
346 15 96
347 15 91
348 6 117
349 7 86
350 5 92
351 6 115
352 6 110
353 14 138
354 15 116
355 25 124
356 21 133
357 15 119
358 24 135
359 25 97
360 30 114
361 25 97
362 18 105
363 23 104
364 22 105
365 19 91
366 19 99
367 14 137
368 14 141
369 18 115
370 24 140
371 17 120
372 13 124
373 14 81
374 13 109
375 21 104
376 15 78
377 15 107
378 22 90
379 20 82
380 19 87
381 19 88
382 23 111
383 17 118
384 16 104
385 19 97
386 18 90
387 16 85
388 20 83
389 19 131
390 19 122
391 17 82
392 13 121
393 10 100
394 0 108
395 0 92
396 1 76
397 0 70
398 0 76
399 0 67
400 0 100
401 6 78
402 10 65
403 9 62
404 7 75
405 6 83
406 9 94
407 6 75
408 2 57
409 8 72
410 6 67
411 6 86
412 4 73
413 7 79
414 4 110
415 9 76
416 8 92
417 7 98
418 7 123
419 7 93
420 6 124
421 15 90
422 8 76
423 8 77
424 11 99
425 5 71
426 5 68
427 7 92
428 7 94
429 0 128
430 0 138
431 1 91
432 6 104
433 4 111
434 1 136
435 0 121
436 0 108
437 0 108
438 0 103
439 0 98
440 1 119
441 0 99
442 5 112
443 3 106
444 0 132
445 0 134
446 2 107
447 0 112
448 5 95
449 3 98
450 2 92
451 6 107
452 2 61
453 7 86
454 8 100
455 11 58
456 12 67
457 7 117
458 8 95
459 14 95
460 16 96
461 16 85
462 16 87
463 11 109
464 13 96
465 16 116
466 20 128
467 16 94
468 13 97
469 12 96
470 16 103
471 16 94
472 8 102
473 17 94
474 16 113
475 7 107
476 7 98
477 12 97
478 3 89
479 16 99
480 16 110
481 9 105
482 1 102
483 6 90
484 6 110
485 6 104
486 11 86
487 8 86
488 8 85
489 8 88
490 6 85
491 8 98
492 13 120
493 11 109
494 12 108
495 7 106
496 12 117
497 20 81
498 18 121
499 15 107
500 16 117
501 12 102
502 14 113
503 8 130
504 11 85
505 16 112
506 13 88
507 10 117
508 22 97
509 14 94
510 15 92
511 11 91
512 13 120
513 26 113
514 18 116
515 17 122
516 15 112
517 13 132
518 14 127
519 14 91
520 6 95
521 10 148
522 9 114
523 15 126
524 14 106
525 18 104
526 11 106
527 16 95
528 7 103
529 10 94
530 15 88
531 8 92
532 10 87
533 16 63
534 17 112
535 18 89
536 20 107
537 20 85
538 18 94
539 6 87
540 1 84
541 15 93
542 6 97
543 11 108
544 19 84
545 16 81
546 8 72
547 0 71
548 0 82
549 7 81
550 7 106
551 6 112
552 7 94
553 7 103
554 5 113
555 17 122
556 25 86
557 21 105
558 12 95
559 14 59
560 10 77
561 11 78
562 14 73
563 14 120
564 12 95
565 24 116
566 23 99
567 20 76
568 18 101
569 21 65
