# Frame Contacts1 Contacts2
0 0 34
1 0 21
2 0 10
3 0 14
4 0 13
5 0 12
6 0 12
7 0 1
8 0 3
9 0 1
10 0 16
11 0 16
12 0 16
13 0 14
14 0 10
15 0 8
16 0 9
17 0 12
18 0 10
19 0 13
20 0 12
21 0 14
22 0 13
23 0 7
24 0 18
25 0 17
26 1 13
27 0 17
28 0 10
29 4 3
30 1 1
31 1 5
32 0 4
33 0 8
34 0 0
35 0 6
36 2 2
37 0 0
38 0 2
39 0 15
40 0 19
41 0 24
42 0 29
43 0 22
44 0 30
45 0 15
46 1 27
47 0 39
48 0 35
49 0 35
50 0 28
51 0 31
52 0 23
53 0 17
54 1 28
55 11 23
56 7 23
57 7 27
58 5 37
59 7 21
60 10 24
61 10 24
62 7 11
63 11 17
64 14 22
65 6 28
66 13 32
67 14 30
68 6 28
69 18 20
70 10 20
71 13 25
72 9 14
73 16 21
74 8 26
75 16 24
76 10 11
77 23 20
78 25 19
79 29 24
80 28 22
81 27 13
82 15 12
83 20 20
84 14 23
85 29 19
86 29 20
87 28 23
88 33 20
89 25 25
90 25 20
91 25 18
92 34 23
93 42 22
94 35 12
95 29 11
96 21 11
97 29 11
98 31 10
99 25 12
100 25 10
101 16 8
102 14 14
103 14 17
104 15 18
105 19 19
106 10 18
107 13 18
108 18 10
109 21 12
110 19 12
111 17 29
112 7 32
113 10 32
114 11 31
115 11 38
116 17 42
117 19 45
118 15 35
119 13 56
120 19 41
121 26 60
122 20 45
123 24 49
124 13 27
125 28 45
126 11 33
127 23 37
128 16 29
129 16 38
130 18 39
131 16 35
132 20 31
133 17 43
134 23 27
135 17 32
136 12 30
137 28 21
138 46 25
139 31 23
140 40 29
141 44 34
142 57 26
143 64 15
144 46 26
145 43 26
146 49 19
147 42 20
148 20 28
149 39 28
150 39 26
151 36 32
152 40 28
153 22 20
154 41 27
155 39 23
156 33 20
157 36 15
158 46 13
159 27 11
160 31 14
161 29 30
162 33 20
163 32 22
164 39 13
165 52 13
166 28 20
167 35 11
168 43 19
169 36 14
170 38 16
171 52 17
172 41 17
173 41 25
174 34 23
175 38 21
176 37 4
177 33 9
178 49 24
179 36 21
180 28 21
181 26 9
182 33 9
183 27 16
184 37 16
185 47 9
186 29 18
187 30 12
188 34 17
189 51 20
190 42 19
191 40 12
192 41 17
193 33 26
194 46 27
195 45 22
196 39 27
197 44 28
198 34 33
199 27 37
200 36 34
201 31 24
202 23 43
203 35 52
204 36 33
205 36 37
206 41 53
207 39 68
208 33 48
209 37 60
210 36 25
211 36 32
212 31 32
213 22 34
214 29 44
215 29 30
216 13 28
217 22 47
218 10 79
219 21 74
220 30 52
221 27 78
222 12 62
223 4 64
224 0 47
225 5 42
226 4 35
227 6 52
228 5 42
229 3 35
230 2 31
231 4 26
232 9 37
233 4 34
234 2 36
235 3 31
236 26 34
237 17 30
238 8 22
239 2 35
240 2 20
241 5 16
242 3 2
243 2 21
244 0 14
245 6 19
246 4 16
247 0 15
248 2 8
249 1 5
250 2 10
251 1 19
252 1 10
253 0 15
254 2 25
255 3 20
256 1 22
257 4 18
258 3 15
259 3 11
260 6 9
261 6 9
262 13 11
263 11 11
264 12 14
265 9 8
266 6 9
267 17 11
268 11 10
269 16 14
270 14 20
271 2 17
272 24 18
273 21 7
274 10 13
275 14 9
276 17 10
277 10 4
278 16 5
279 11 5
280 9 7
281 14 16
282 11 29
283 8 32
284 16 23
285 12 24
286 21 17
287 19 16
288 11 8
289 10 7
290 8 23
291 10 13
292 25 15
293 20 22
294 11 11
295 3 22
296 11 23
297 36 16
298 22 18
299 35 17
300 23 19
301 13 35
302 11 50
303 14 34
304 7 33
305 6 18
306 9 29
307 10 36
308 6 23
309 0 28
310 3 28
311 2 25
312 2 19
313 6 14
314 5 13
315 10 15
316 7 16
317 9 20
318 5 22
319 8 23
320 1 21
321 8 24
322 13 20
323 7 29
324 8 24
325 7 28
326 11 17
327 11 30
328 13 14
329 10 22
330 10 11
331 8 13
332 10 15
333 7 10
334 5 14
335 12 12
336 8 9
337 8 8
338 5 9
339 4 14
340 5 15
341 3 14
342 7 20
343 8 14
344 0 13
345 5 2
346 11 12
347 1 6
348 1 13
349 1 20
350 2 14
351 1 15
352 0 30
353 1 24
354 2 26
355 1 35
356 7 40
357 5 43
358 9 30
359 4 36
360 16 35
361 12 46
362 19 43
363 8 40
364 8 36
365 2 25
366 5 36
367 1 34
368 6 45
369 9 30
370 9 35
371 10 52
372 0 36
373 4 40
374 2 38
375 5 27
376 3 32
377 0 18
378 8 15
379 5 24
380 3 16
381 4 26
382 5 32
383 5 21
384 5 18
385 5 16
386 9 23
387 8 11
388 7 14
389 7 14
390 10 15
391 9 11
392 2 20
393 6 13
394 0 20
395 0 20
396 2 21
397 5 24
398 1 19
399 1 19
400 1 18
401 6 25
402 8 1
403 4 3
404 7 0
405 6 3
406 10 1
407 6 0
408 6 4
409 4 0
410 11 0
411 4 5
412 9 8
413 9 0
414 4 0
415 1 1
416 0 0
417 1 1
418 8 0
419 6 0
420 15 1
421 16 2
422 15 3
423 17 10
424 10 23
425 11 1
426 3 7
427 1 4
428 2 7
429 4 5
430 0 28
431 2 26
432 3 20
433 2 23
434 2 14
435 2 17
436 3 17
437 10 25
438 10 30
439 9 21
440 8 23
441 25 23
442 20 22
443 37 31
444 25 24
445 9 33
446 28 36
447 27 25
448 20 29
449 23 21
450 26 21
451 29 34
452 20 30
453 26 16
454 31 18
455 26 2
456 31 19
457 25 5
458 33 19
459 28 19
460 40 1
461 27 11
462 31 4
463 27 9
464 27 12
465 26 5
466 18 5
467 30 0
468 34 0
469 30 7
470 26 4
471 31 6
472 30 7
473 27 9
474 30 10
475 36 7
476 37 8
477 26 13
478 33 5
479 33 0
480 28 1
481 31 0
482 23 2
483 26 5
484 26 7
485 31 6
486 29 4
487 26 5
488 22 0
489 23 0
490 26 0
491 26 0
492 24 0
493 22 1
494 27 0
495 27 0
496 27 1
497 27 1
498 36 0
499 27 1
