# Frame Contacts1 Contacts2
0 0 16
1 0 32
2 0 30
3 0 28
4 0 25
5 0 25
6 0 19
7 0 25
8 0 26
9 0 25
10 0 29
11 0 51
12 0 33
13 0 16
14 0 16
15 0 14
16 0 12
17 0 13
18 0 15
19 0 19
20 0 16
21 0 10
22 0 15
23 1 10
24 1 16
25 0 11
26 0 1
27 0 1
28 0 0
29 0 0
30 1 0
31 0 0
32 2 0
33 0 0
34 0 0
35 2 0
36 0 0
37 2 0
38 2 0
39 4 1
40 14 0
41 7 0
42 6 0
43 2 0
44 1 0
45 0 0
46 2 0
47 1 1
48 0 6
49 0 13
50 1 7
51 0 6
52 1 7
53 1 6
54 1 6
55 8 5
56 1 1
57 7 7
58 10 7
59 14 8
60 11 11
61 23 6
62 13 6
63 17 12
64 11 17
65 8 18
66 19 17
67 15 20
68 14 20
69 6 20
70 14 12
71 8 7
72 6 11
73 6 13
74 2 13
75 0 19
76 5 14
77 10 13
78 1 19
79 0 20
80 0 20
81 0 17
82 0 20
83 0 21
84 2 17
85 0 13
86 0 12
87 0 5
88 0 9
89 0 12
90 0 8
91 0 12
92 3 13
93 12 14
94 0 8
95 0 15
96 7 4
97 0 1
98 0 0
99 0 4
100 2 3
101 5 8
102 1 1
103 1 1
104 8 8
105 11 6
106 24 4
107 14 6
108 9 6
109 30 2
110 4 2
111 6 3
112 3 1
113 0 0
114 0 0
115 0 0
116 0 7
117 0 6
118 5 1
119 9 0
120 10 1
121 13 0
122 11 1
123 9 0
124 9 5
125 7 0
126 6 0
127 9 0
128 7 0
129 15 1
130 13 1
131 19 0
132 13 0
133 15 0
134 11 0
135 3 0
136 5 0
137 6 0
138 4 0
139 11 0
140 7 0
141 4 0
142 0 0
143 0 1
144 0 6
145 0 5
146 0 0
147 0 6
148 0 6
149 0 7
150 3 6
151 0 2
152 0 1
153 0 4
154 0 4
155 0 0
156 0 0
157 2 0
158 0 0
159 0 0
160 0 0
161 4 7
162 5 4
163 5 3
164 4 0
165 6 0
166 7 6
167 6 1
168 7 0
169 9 0
170 0 0
171 6 0
172 12 0
173 7 6
174 8 6
175 9 5
176 8 6
177 11 5
178 23 6
179 17 5
180 20 5
181 17 0
182 19 0
183 15 1
184 21 0
185 9 0
186 4 0
187 8 0
188 10 0
189 10 0
190 11 0
191 7 0
192 11 1
193 3 0
194 12 0
195 12 0
196 10 0
197 8 2
198 6 1
199 17 0
200 6 0
201 11 0
202 9 0
203 9 0
204 10 0
205 12 0
206 8 2
207 12 0
208 6 0
209 11 0
210 13 0
211 10 0
212 10 0
213 12 0
214 10 0
215 3 1
216 7 0
217 1 0
218 7 0
219 6 0
220 7 0
221 11 0
222 8 0
223 11 0
224 9 4
225 4 0
226 17 0
227 14 0
228 24 0
229 3 6
230 0 6
231 1 6
232 0 5
233 1 6
234 17 9
235 10 9
236 14 7
237 17 7
238 23 6
239 14 6
240 10 5
241 19 6
242 14 6
243 9 5
244 6 4
245 3 5
246 2 10
247 7 8
248 6 6
249 7 9
250 14 6
251 10 16
252 12 7
253 8 6
254 2 8
255 7 6
256 5 3
257 11 9
258 11 7
259 7 10
260 14 6
261 10 7
262 10 7
263 9 6
264 1 13
265 17 9
266 5 6
267 5 7
268 7 7
269 11 5
270 18 6
271 10 5
272 22 5
273 22 6
274 17 0
275 9 0
276 14 0
277 18 0
278 21 0
279 14 0
280 23 0
281 5 0
282 9 0
283 13 0
284 16 0
285 23 0
286 23 1
287 24 1
288 24 1
289 22 1
290 17 0
291 10 0
292 23 1
293 27 0
294 27 1
295 26 0
296 28 1
297 24 0
298 25 0
299 27 0
300 28 2
301 31 8
302 28 5
303 29 4
304 22 0
305 26 2
306 19 1
307 26 0
308 24 0
309 22 0
310 13 0
311 18 0
312 29 0
313 27 0
314 35 0
315 21 0
316 21 0
317 20 0
318 26 0
319 27 0
320 17 0
321 29 8
322 23 7
323 25 10
324 34 12
325 27 3
326 15 3
327 19 0
328 14 0
329 13 0
330 21 0
331 17 0
332 22 0
333 25 0
334 31 2
335 30 0
336 33 5
337 38 9
338 36 11
339 24 10
340 25 10
341 16 16
342 13 0
343 21 0
344 15 0
345 21 0
346 25 0
347 14 6
348 17 14
349 22 13
350 23 7
351 15 7
352 24 1
353 38 4
354 28 1
355 19 1
356 6 1
357 23 0
358 25 1
359 23 0
360 35 1
361 22 0
362 31 0
363 28 1
364 18 0
365 11 0
366 18 1
367 19 10
368 9 8
369 13 6
370 14 6
371 13 6
372 22 8
373 25 10
374 23 10
375 25 10
376 20 11
377 21 8
378 22 7
379 20 6
380 28 7
381 30 9
382 30 3
383 23 0
384 26 0
385 17 0
386 16 8
387 17 3
388 23 1
389 20 6
390 28 18
391 27 16
392 28 13
393 27 24
394 28 18
395 25 18
396 23 12
397 23 18
398 16 20
399 14 21
400 18 20
401 14 23
402 19 17
403 13 20
404 18 23
405 20 13
406 11 9
407 7 7
408 22 7
409 9 10
410 5 9
411 11 8
412 16 5
413 21 1
414 7 0
415 10 0
416 11 0
417 23 4
418 23 0
419 19 0
420 21 10
421 24 5
422 20 4
423 14 6
424 14 7
425 22 6
426 21 5
427 16 6
428 20 6
429 22 6
430 26 7
431 19 5
432 16 7
433 24 9
434 19 3
435 23 0
436 17 15
437 34 14
438 23 12
439 26 14
440 22 14
441 21 15
442 19 11
443 28 11
444 23 12
445 22 14
446 22 15
447 16 16
448 32 15
449 33 9
450 45 9
451 47 6
452 39 9
453 31 11
454 30 8
455 13 6
456 7 8
457 13 7
458 21 7
459 16 13
460 15 8
461 7 11
462 5 15
463 14 10
464 6 16
465 46 9
466 23 7
467 17 8
468 20 7
469 4 8
470 12 6
471 15 10
472 12 4
473 12 16
474 18 17
475 14 10
476 21 6
477 7 13
478 3 12
