# #Frame C1_sub1 C1_sub2 C1_dna C2_sub1 C2_sub2 C2_dna
0 0 0 27 3 0 36
10 0 0 29 2 0 42
20 0 0 12 2 0 35
30 0 0 20 5 0 34
40 0 0 28 4 0 59
50 0 0 44 4 0 40
60 0 0 45 4 0 57
70 3 0 33 3 0 40
80 0 0 36 3 0 42
90 0 0 39 1 0 39
100 0 0 39 1 0 11
110 0 0 33 3 0 32
120 0 0 45 3 0 20
130 0 0 42 2 0 24
140 0 0 37 4 0 27
150 0 0 48 4 0 34
160 0 0 53 4 0 23
170 0 0 41 5 0 21
180 0 0 36 1 0 28
190 0 0 39 0 0 23
200 0 0 33 1 0 15
210 0 0 39 8 0 26
220 0 0 47 1 0 26
230 0 0 34 0 0 20
240 0 0 12 0 0 12
250 0 0 20 0 0 20
260 0 0 13 0 0 20
270 0 0 10 0 0 23
280 0 0 25 1 0 17
290 0 0 14 0 0 6
300 1 0 13 0 0 18
310 2 0 10 6 0 1
320 0 0 43 1 0 10
330 12 0 12 5 0 8
340 0 0 11 0 0 2
350 0 0 11 0 0 16
360 0 0 11 0 0 16
370 5 0 19 0 0 12
380 0 0 21 3 0 13
390 0 0 25 0 0 14
400 0 0 12 0 0 9
410 0 0 12 1 0 9
420 0 0 20 0 0 12
430 0 0 9 0 0 0
440 0 3 16 0 0 12
450 0 4 10 0 0 18
460 0 4 17 0 1 11
470 0 0 12 0 1 10
480 0 0 9 0 0 5
490 8 0 33 0 0 8
500 9 0 33 2 0 18
510 48 0 41 4 0 21
520 50 0 52 2 0 31
530 36 0 52 2 0 32
540 28 0 54 4 0 27
550 8 0 62 2 0 34
560 14 0 73 2 0 34
570 12 0 53 2 0 24
580 8 0 63 7 0 27
590 6 0 55 2 0 33
600 10 0 62 5 0 36
610 17 0 51 0 0 46
620 27 0 66 2 0 47
630 13 0 64 2 0 51
640 3 0 52 3 0 49
650 5 0 63 1 0 43
660 14 0 54 4 0 30
670 9 0 47 5 0 25
680 9 0 63 1 0 26
690 20 0 62 1 0 26
700 16 0 63 1 0 35
710 15 0 64 6 0 8
720 12 0 48 1 0 19
730 14 0 58 4 0 15
740 26 0 47 2 0 9
750 19 0 59 2 0 20
760 10 0 42 2 0 16
770 10 0 64 0 0 27
780 16 0 51 1 0 23
790 6 0 63 0 0 36
800 13 0 66 0 0 16
810 13 0 45 0 0 24
820 16 0 46 0 0 9
830 13 0 18 0 0 12
840 14 0 22 0 1 2
850 0 0 31 0 1 7
860 0 1 12 0 0 6
870 0 0 14 0 0 8
880 5 0 16 0 0 1
890 9 0 6 0 4 5
900 19 0 11 0 2 1
910 33 0 10 2 0 0
920 47 0 11 0 0 1
930 24 0 12 0 1 1
940 20 0 12 0 0 0
950 21 0 14 0 0 0
960 29 0 19 0 0 6
970 24 0 15 0 0 4
980 13 0 22 0 11 0
990 40 0 12 0 12 7
1000 22 0 22 0 0 9
1010 25 0 25 0 0 16
1020 27 0 18 0 0 5
1030 16 0 20 0 0 23
1040 22 0 25 0 0 23
1050 4 0 12 0 0 13
1060 0 0 10 0 0 7
1070 0 0 25 0 0 0
1080 0 0 13 0 6 19
1090 0 0 24 0 5 9
1100 40 1 24 0 4 8
1110 14 0 19 0 4 0
1120 47 0 7 0 7 9
1130 28 0 25 0 3 0
1140 5 0 25 0 7 0
1150 31 0 15 0 2 5
1160 25 0 22 0 9 11
1170 19 0 19 0 1 19
1180 29 0 31 0 10 40
1190 28 0 18 0 0 11
1200 14 0 17 0 10 29
1210 8 0 25 0 0 25
1220 29 0 25 0 2 22
1230 14 0 20 0 0 31
1240 19 0 13 0 0 20
